,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1,Members scored,F10
1136,Bungou Stray Dogs: Hitori Ayumu,1137.0,1396,7.66,1.0,OVA,https://myanimelist.net/anime/33071/Bungou_Stray_Dogs__Hitori_Ayumu,,Bungo Stray Dogs 2 Episode 25 - Walking Alone,文豪ストレイドッグス 第25話 『独り歩む』,"Bungou Stray Dogs OVA, Bungou Stray Dogs 2nd Season Episode 13",Finished Airing ,"Aug 4, 2017 ",,,Funimation ,Bones ,Manga ,"Action, Mystery, Seinen, Super Power, Supernatural",23 min. ,PG-13 - Teens 13 or older ,218,108646,1475,79804,604,294,26469,5591.0,7125.0,16942.0,17767.0,5340.0,1569.0,276.0,119.0,42.0,56.0,54827.0,0.0027316926469851135
5227,C³,5228.0,1006,6.64,12.0,TV,https://myanimelist.net/anime/10578/C³,Fall 2011 ,C³ - CubexCursedxCurious,シーキューブ,"C3, C Cube, C^3",Finished Airing ,"Oct 1, 2011 to Dec 17, 2011 ",,Starchild Records ,Funimation ,SILVER LINK. ,Light novel ,"Action, Comedy, Ecchi, School, Supernatural",24 min. per ep. ,R - 17+ (violence & profanity) ,261,158199,7850,96169,6348,10885,36947,3189.0,5305.0,12827.0,21406.0,15527.0,8836.0,4324.0,2035.0,1100.0,620.0,75169.0,0.0027139722779689923
10922,Ousama Game The Animation,10923.0,866,5.0,12.0,TV,https://myanimelist.net/anime/36027/Ousama_Game_The_Animation,Fall 2017 ,King's Game,王様ゲーム The Animation,Ou-sama Game,Finished Airing ,"Oct 5, 2017 to Dec 21, 2017 ",Thursdays at 23:30 (JST) ,"AT-X, Warner Music Japan, Amuse, Hakuhodo DY Music & Pictures, Futabasha, Kakao Japan, Spacey Music Entertainment, A-Craft, Tohan Corporation ",Funimation ,Seven ,Novel ,"Mystery, Dementia, Horror, Supernatural, Drama, School",23 min. per ep. ,R - 17+ (violence & profanity) ,287,187592,12634,105916,4141,26407,38494,3144.0,3454.0,6969.0,12450.0,15295.0,13956.0,13165.0,9705.0,9049.0,9277.0,96464.0,0.0027096944748668758
5534,Itsuka Tenma no Kuro Usagi,5535.0,1314,6.58,12.0,TV,https://myanimelist.net/anime/9750/Itsuka_Tenma_no_Kuro_Usagi,Summer 2011 ,A Dark Rabbit has Seven Lives,いつか天魔の黒ウサギ,ItsuTen,Finished Airing ,"Jul 9, 2011 to Sep 24, 2011 ",Saturdays at 01:05 (JST) ,"Frontier Works, Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx ",,Zexcs ,Light novel ,"Comedy, Supernatural, Romance, Ecchi, Vampire",25 min. per ep. ,R+ - Mild Nudity ,187,117440,6746,69181,4919,8171,28423,2711.0,3792.0,8359.0,14493.0,11238.0,6836.0,3224.0,1497.0,834.0,537.0,53521.0,0.002703054306818346
2934,Ryuugajou Nanana no Maizoukin (TV),2937.0,784,7.17,11.0,TV,https://myanimelist.net/anime/21561/Ryuugajou_Nanana_no_Maizoukin_TV,Spring 2014 ,Nanana's Buried Treasure,龍ヶ嬢七々々の埋蔵金,Ryuugajou Nanana no Maizoukin,Finished Airing ,"Apr 11, 2014 to Jun 20, 2014 ",Fridays at 01:20 (JST) ,"Aniplex, Dentsu, Movic, Fuji TV, BIGLOBE, Kyoraku Industrial Holdings ",Aniplex of America ,A-1 Pictures ,Light novel ,"Adventure, Comedy, Mystery, Supernatural",23 min. per ep. ,PG-13 - Teens 13 or older ,306,204446,11879,113423,5919,7023,66202,4124.0,8853.0,23046.0,29438.0,13711.0,6259.0,2277.0,816.0,356.0,231.0,89111.0,0.002697865512285868
7441,"Hachi-nan tte, Sore wa Nai deshou!",7452.0,1105,6.19,12.0,TV,https://myanimelist.net/anime/38830/Hachi-nan_tte_Sore_wa_Nai_deshou,Spring 2020 ,The 8th son? Are you kidding me?,八男って、それはないでしょう！,"Hachinan tte, Sore wa Nai deshou!",Finished Airing ,"Apr 2, 2020 to Jun 18, 2020 ",Thursdays at 21:00 (JST) ,"Satelight, Frontier Works, flying DOG, Kadokawa Media House, Exa International, Kadokawa, GREE, arma bianca ",,"SynergySP, Shin-Ei Animation ",Light novel ,"Action, Fantasy",23 min. per ep. ,PG-13 - Teens 13 or older ,263,145575,14278,97653,2042,8640,22962,2689.0,3412.0,8826.0,19570.0,20123.0,12702.0,6214.0,3053.0,1557.0,971.0,79117.0,0.002693209630016487
10243,Isekai Cheat Magician,10244.0,754,5.38,12.0,TV,https://myanimelist.net/anime/37744/Isekai_Cheat_Magician,Summer 2019 ,,異世界チート魔術師〈マジシャン〉,Isekai Cheat Majutsushi,Finished Airing ,"Jul 10, 2019 to Sep 25, 2019 ",Wednesdays at 22:00 (JST) ,"AT-X, KBS, Kadokawa Media House, Kadokawa, Shufunotomo ",,Encourage Films ,Light novel ,"Action, Adventure, Fantasy",23 min. per ep. ,PG-13 - Teens 13 or older ,339,211405,18181,125978,4211,28245,34790,3033.0,3221.0,7784.0,16810.0,22129.0,21146.0,14949.0,9062.0,6598.0,5624.0,110356.0,0.0026909460381971456
4507,Brave 10,4508.0,1191,6.79,12.0,TV,https://myanimelist.net/anime/11241/Brave_10,Winter 2012 ,Brave 10,ブレイブ・テン,"Brave10, Brave Ten",Finished Airing ,"Jan 8, 2012 to Mar 25, 2012 ",Sundays at Unknown ,"Media Factory, Studio Saki Makura, TMS Music ","NIS America, Inc. ",TMS Entertainment ,Manga ,"Action, Adventure, Historical, Super Power, Samurai, Seinen",24 min. per ep. ,R - 17+ (violence & profanity) ,226,133089,6709,84139,4484,7280,30477,3034.0,5208.0,11549.0,19347.0,13250.0,7543.0,2833.0,1211.0,532.0,309.0,64816.0,0.002686031447961112
388,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,389.0,1206,8.12,6.0,ONA,https://myanimelist.net/anime/40542/Saiki_Kusuo_no_Ψ-nan__Ψ-shidou-hen,,The Disastrous Life of Saiki K.: Reawakened,斉木楠雄のΨ難 Ψ始動編,"The Disastrous Life of Saiki K. Restart Arc, Saiki Kusuo no Ψ-nan: Saishidou-hen, Saiki Kusuo no Sainan: Saishidou-hen",Finished Airing ,"Dec 30, 2019 ",,,,"J.C.Staff, Egg Firm ",Manga ,"Slice of Life, Comedy, Supernatural, School, Shounen",22 min. per ep. ,PG-13 - Teens 13 or older ,283,132070,4335,105411,1201,670,20453,11027.0,18430.0,28834.0,15665.0,4264.0,1190.0,389.0,140.0,72.0,79.0,80090.0,0.0026847292977013786
2159,Tales of Zestiria the Cross 2nd Season,2166.0,1176,7.34,13.0,TV,https://myanimelist.net/anime/34086/Tales_of_Zestiria_the_Cross_2nd_Season,Winter 2017 ,,テイルズ オブ ゼスティリア ザ クロス 第2期,Tales of Zestiria The X Second Season,Finished Airing ,"Jan 8, 2017 to Apr 29, 2017 ",Sundays at 23:00 (JST) ,"Bandai Visual, Lantis, Bandai Namco Entertainment, Anime Consortium Japan ",Funimation ,ufotable ,Game ,"Action, Adventure, Magic, Fantasy",23 min. per ep. ,PG-13 - Teens 13 or older ,225,134702,9430,85073,4364,4394,31441,4915.0,7499.0,17250.0,20123.0,8877.0,3723.0,1537.0,546.0,235.0,172.0,64877.0,0.0026447874178646574
7696,11eyes,7697.0,749,6.14,12.0,TV,https://myanimelist.net/anime/6682/11eyes,Fall 2009 ,11eyes,11eyes イレブンアイズ,11eyes -Tsumi to Batsu to Aganai no Shoujo-,Finished Airing ,"Oct 7, 2009 to Dec 23, 2009 ",Wednesdays at 01:00 (JST) ,"Marvelous, Pony Canyon, feng ",Sentai Filmworks ,Doga Kobo ,Visual novel ,"Action, Ecchi, Super Power, Supernatural",25 min. per ep. ,R - 17+ (violence & profanity) ,397,211879,7436,150119,5427,11399,37498,4240.0,6662.0,14564.0,26559.0,24999.0,16956.0,10399.0,5133.0,3237.0,2360.0,115109.0,0.002644568642210513
470,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,471.0,600,8.06,1.0,OVA,https://myanimelist.net/anime/34626/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2__Kono_Subarashii_Geijutsu_ni_Shukufuku_wo,,KonoSuba: God's Blessing on This Wonderful World! 2: God's blessing on this wonderful Art!,この素晴らしい世界に祝福を！2 この素晴らしい芸術に祝福を！,"KonoSuba: God's Blessing on This Wonderful World! Second Season OVA, Kono Subarashii Sekai ni Shukufuku wo! 2 OVA",Finished Airing ,"Jul 24, 2017 ",,,Discotek Media ,Studio Deen ,Light novel ,"Magic, Adventure, Fantasy, Comedy, Supernatural",28 min. ,PG-13 - Teens 13 or older ,588,262905,3626,222492,936,453,35398,21869.0,32608.0,57259.0,33263.0,9045.0,2686.0,708.0,218.0,107.0,152.0,157915.0,0.002642791650935764
7059,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,7060.0,811,6.27,10.0,TV,https://myanimelist.net/anime/35712/Boku_no_Kanojo_ga_Majimesugiru_Sho-bitch_na_Ken,Fall 2017 ,My Girlfriend is Shobitch,僕の彼女がマジメ過ぎるしょびっちな件,"My Girlfriend is a Faithful Virgin Bitch, Boku no Kanojo ga Majimesugiru Shojo Bitch na Ken",Finished Airing ,"Oct 12, 2017 to Dec 14, 2017 ",Thursdays at 00:30 (JST) ,"AT-X, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, Glovision, Sammy, Kadokawa Media House, Production Ace, Kadokawa ",Sentai Filmworks ,"Diomedéa, Studio Blanc ",Web manga ,"Harem, Comedy, Romance, Ecchi, School",23 min. per ep. ,PG-13 - Teens 13 or older ,283,198723,16162,107934,6378,18316,49933,3885.0,4249.0,11019.0,22988.0,21431.0,12747.0,7104.0,3593.0,2174.0,1503.0,90693.0,0.0026219726870124337
5383,Sounan Desu ka?,5391.0,1310,6.61,12.0,TV,https://myanimelist.net/anime/39456/Sounan_Desu_ka,Summer 2019 ,Are You Lost?,ソウナンですか?,,Finished Airing ,"Jul 2, 2019 to Sep 17, 2019 ",Tuesdays at 23:15 (JST) ,"Nihon Ad Systems, Kodansha, KlockWorx, flying DOG, Avex Pictures, Docomo Anime Store, GYAO!, BS NTV, Marui Group ",,Ezόla ,Manga ,"Adventure, Comedy, Seinen",13 min. per ep. ,PG-13 - Teens 13 or older ,175,117979,10631,66895,3184,9029,28240,2030.0,2875.0,8458.0,18142.0,13830.0,7202.0,2687.0,1258.0,527.0,377.0,57386.0,0.0026160400627849617
7431,Green Green,7432.0,1399,6.2,12.0,TV,https://myanimelist.net/anime/133/Green_Green,Summer 2003 ,Green Green,グリーングリーン,"Green Green TV, Guri Guri",Finished Airing ,"Jul 12, 2003 to Sep 27, 2003 ",,"Pony Canyon, Memory-Tech, Studio Jack ",Media Blasters ,Studio Matrix ,Visual novel ,"Comedy, Ecchi, Romance, School, Slice of Life",24 min. per ep. ,R+ - Mild Nudity ,208,107826,2758,79946,2182,5528,17412,2998.0,4134.0,8485.0,14028.0,12539.0,8577.0,5011.0,2759.0,2115.0,1968.0,62614.0,0.002601756185425162
2994,Mangaka-san to Assistant-san to The Animation,2995.0,691,7.16,12.0,TV,https://myanimelist.net/anime/21863/Mangaka-san_to_Assistant-san_to_The_Animation,Spring 2014 ,The Comic Artist and His Assistants,マンガ家さんとアシスタントさんと THE ANIMATION,"Mangaka-san to Assistant-san to, ManAshi",Finished Airing ,"Apr 8, 2014 to Jun 24, 2014 ",Tuesdays at 01:05 (JST) ,"Lantis, Magic Capsule, Showgate ",Sentai Filmworks ,Zexcs ,Manga ,"Harem, Slice of Life, Comedy, Ecchi, Seinen",13 min. per ep. ,PG-13 - Teens 13 or older ,377,230327,11358,145032,5494,8252,60191,7089.0,11507.0,26876.0,34906.0,17835.0,8416.0,3259.0,1428.0,705.0,482.0,112503.0,0.0025994263334988142
807,Lucky☆Star: Original na Visual to Animation,808.0,1308,7.82,1.0,OVA,https://myanimelist.net/anime/4472/Lucky☆Star__Original_na_Visual_to_Animation,,,らき☆すた OVA（オリジナルなビジュアルとアニメーション）,Lucky Star OVA,Finished Airing ,"Sep 26, 2008 ",,"Kadokawa Shoten, Movic, KlockWorx ","Funimation, Bandai Entertainment ",Kyoto Animation ,4-koma manga ,"Comedy, Parody, School, Slice of Life",42 min. ,PG-13 - Teens 13 or older ,251,118132,1269,96594,776,537,18956,9235.0,13845.0,20323.0,16269.0,6383.0,2671.0,794.0,300.0,186.0,187.0,70193.0,0.0025985050831314575
773,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",774.0,704,7.83,1.0,Special,https://myanimelist.net/anime/6351/Clannad__After_Story_-_Mou_Hitotsu_no_Sekai_Kyou-hen,,"Clannad ~After Story~: Another World, Kyou Chapter",クラナド　アフターストーリー　もうひとつの世界　杏編,Clannad: After Story OVA,Finished Airing ,"Jul 1, 2009 ",,Animation Do ,Sentai Filmworks ,Kyoto Animation ,Visual novel ,"Drama, Romance, School",24 min. ,PG-13 - Teens 13 or older ,516,228051,1895,200502,984,623,24047,20450.0,28103.0,43621.0,33638.0,13097.0,5254.0,1882.0,661.0,373.0,491.0,147570.0,0.0025735404135619594
1149,Ajin 2nd Season,1152.0,663,7.65,13.0,TV,https://myanimelist.net/anime/33253/Ajin_2nd_Season,Fall 2016 ,,亜人 第2クール,Ajin: Demi-Human 2nd Season,Finished Airing ,"Oct 8, 2016 to Dec 24, 2016 ",Saturdays at 02:25 (JST) ,"TOHO animation, King Records ",Sentai Filmworks ,Polygon Pictures ,Manga ,"Action, Horror, Mystery, Seinen, Supernatural",24 min. per ep. ,R - 17+ (violence & profanity) ,465,238846,9331,181360,4476,4279,39400,9999.0,22872.0,47051.0,37179.0,13471.0,4971.0,1765.0,616.0,323.0,268.0,138515.0,0.0025639611821790913
1152,Ajin 2nd Season,1153.0,666,7.65,13.0,TV,https://myanimelist.net/anime/33253/Ajin_2nd_Season,Fall 2016 ,,亜人 第2クール,Ajin: Demi-Human 2nd Season,Finished Airing ,"Oct 8, 2016 to Dec 24, 2016 ",Saturdays at 02:25 (JST) ,"TOHO animation, King Records ",Sentai Filmworks ,Polygon Pictures ,Manga ,"Action, Horror, Mystery, Seinen, Supernatural",24 min. per ep. ,R - 17+ (violence & profanity) ,465,239007,9338,181490,4476,4279,39424,10000.0,22885.0,47084.0,37221.0,13484.0,4972.0,1767.0,618.0,323.0,269.0,138623.0,0.002562124634966114
8508,Aki-Sora,8509.0,1485,5.95,1.0,OVA,https://myanimelist.net/anime/6987/Aki-Sora,,Aki Sora,あきそら,"Akisora, Autumn Sky",Finished Airing ,"Dec 18, 2009 ",,"Frontier Works, Akita Shoten ",,Hoods Entertainment ,Manga ,"Ecchi, Romance, Seinen",21 min. ,R+ - Mild Nudity ,202,100074,2664,78883,1041,1773,15713,3946.0,3164.0,5933.0,10567.0,11262.0,8668.0,4593.0,3101.0,2396.0,2376.0,56006.0,0.002560754535197698
1470,Kore wa Zombie Desu ka? of the Dead,1471.0,458,7.54,10.0,TV,https://myanimelist.net/anime/10790/Kore_wa_Zombie_Desu_ka_of_the_Dead,Spring 2012 ,Is this A Zombie? of the Dead,これはゾンビですか? OF THE DEAD,"Kore wa Zombie Desu ka? 2, Koreha Zombie Desu ka? Jigokuhen, Kore ha Zombie Desu ka? Jigokuhen, Kore wa Zombie Desu ka? Jigokuhen, Kore wa Zombie Desuka? of the Dead",Finished Airing ,"Apr 5, 2012 to Jun 7, 2012 ",Thursdays at Unknown ,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG ",Funimation ,Studio Deen ,Light novel ,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",24 min. per ep. ,R - 17+ (violence & profanity) ,680,332292,9767,265801,5841,5529,45354,17210.0,28633.0,56986.0,53700.0,22310.0,8998.0,3237.0,1258.0,605.0,445.0,193382.0,0.0025583048972727717
993,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,994.0,1243,7.72,1.0,Movie,https://myanimelist.net/anime/25015/Kyoukai_no_Kanata_Movie_1__Ill_Be_Here_-_Kako-hen,,Beyond the Boundary: I'll Be Here - Past,劇場版 境界の彼方 I'LL BE HERE 過去篇,"Beyond the Boundary Movie, Kyokai no Kanata Movie",Finished Airing ,"Mar 14, 2015 ",,Shochiku ,Sentai Filmworks ,Kyoto Animation ,Light novel ,"Action, Supernatural, Fantasy",1 hr. 22 min. ,PG-13 - Teens 13 or older ,219,127065,2783,85681,1146,770,36685,7520.0,9146.0,17184.0,15342.0,5473.0,2149.0,705.0,307.0,123.0,135.0,58084.0,0.002555992577117447
2815,Goblin Slayer: Goblin's Crown,2816.0,975,7.2,1.0,Movie,https://myanimelist.net/anime/39576/Goblin_Slayer__Goblins_Crown,,,ゴブリンスレイヤー -GOBLIN'S CROWN-,,Finished Airing ,"Feb 1, 2020 ",,Hakuhodo DY Music & Pictures ,,White Fox ,Light novel ,"Action, Adventure, Fantasy",1 hr. 25 min. ,R - 17+ (violence & profanity) ,226,163641,3371,88522,1107,422,70219,3778.0,6073.0,16099.0,24365.0,10473.0,3516.0,1228.0,458.0,209.0,161.0,66360.0,0.002553037662953842
819,Haikyuu!!: Riku vs. Kuu,820.0,872,7.81,2.0,OVA,https://myanimelist.net/anime/40262/Haikyuu__Riku_vs_Kuu,,,ハイキュー!! 陸VS空,"Haikyuu!! Jump Festa 2020 Special, Haikyuu!! OVA, Haikyuu!!: Land vs Sky, Haikyuu!!: The Volleyball Way, Haikyuu!!: Ball no Michi",Finished Airing ,"Jan 22, 2020 ",,"TOHO animation, Shueisha ",,Production I.G ,Manga ,"Comedy, Sports, Drama, School, Shounen",22 min. per ep. ,PG-13 - Teens 13 or older ,381,185538,3396,149730,882,415,31115,13648.0,15677.0,34367.0,30984.0,8702.0,2259.0,396.0,121.0,50.0,85.0,106289.0,0.002544580244439992
1154,Boku no Hero Academia the Movie 1: Futari no Hero,1155.0,285,7.65,1.0,Movie,https://myanimelist.net/anime/36896/Boku_no_Hero_Academia_the_Movie_1__Futari_no_Hero,,My Hero Academia: Two Heroes,僕のヒーローアカデミア THE MOVIE ～2人の英雄（ヒーロー）～,My Hero Academia the Movie: The Two Heroes,Finished Airing ,"Aug 3, 2018 ",,"TOHO animation, Shueisha, Toho Music ",Funimation ,Bones ,Manga ,"Action, Shounen, Super Power",1 hr. 36 min. ,PG-13 - Teens 13 or older ,1032,495514,6960,406456,1576,1029,79493,33206.0,48307.0,85311.0,79093.0,32956.0,12706.0,3963.0,1447.0,613.0,667.0,298269.0,0.002539020213750074
2444,Fate/kaleid liner Prisma☆Illya 2wei!,2445.0,1219,7.28,10.0,TV,https://myanimelist.net/anime/20509/Fate_kaleid_liner_Prisma☆Illya_2wei,Summer 2014 ,Fate/Kaleid Liner Prisma Illya 2Wei!,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ!,"Prisma Illya 2wei!, Prisma☆Illya 2nd Season",Finished Airing ,"Jul 10, 2014 to Sep 11, 2014 ",Thursdays at 01:35 (JST) ,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Tokyo MX, Kadokawa Media House ",Sentai Filmworks ,SILVER LINK. ,Manga ,"Action, Comedy, Fantasy, Magic",23 min. per ep. ,PG-13 - Teens 13 or older ,231,130533,4102,91539,2118,2100,30674,4823.0,7495.0,18841.0,22422.0,9517.0,3978.0,1522.0,689.0,375.0,321.0,69983.0,0.0025235145675613674
341,One Piece Film: Z,342.0,833,8.17,1.0,Movie,https://myanimelist.net/anime/12859/One_Piece_Film__Z,,One Piece Film Z,ワンピース　フィルム　﻿Ｚ,One Piece Movie 12,Finished Airing ,"Dec 15, 2012 ",,Shueisha ,Funimation ,Toei Animation ,Manga ,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",1 hr. 47 min. ,PG-13 - Teens 13 or older ,436,193591,2869,172855,635,488,16744,21198.0,30527.0,38624.0,22828.0,7090.0,2297.0,635.0,172.0,131.0,208.0,123710.0,0.0025223453183303925
4546,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",4547.0,734,6.78,12.0,TV,https://myanimelist.net/anime/25099/Ore_ga_Ojousama_Gakkou_ni_Shomin_Sample_Toshite_Gets♥Sareta_Ken,Fall 2015 ,Shomin Sample,俺がお嬢様学校に『庶民サンプル』としてゲッツされた件,"Story in Which I Was Kidnapped by a Young Lady's School to be a ""Sample of the Common People"", Ore ga Ojou-sama Gakkou ni ""Shomin Sample"" Toshite Rachirareta Ken",Finished Airing ,"Oct 7, 2015 to Dec 23, 2015 ",Wednesdays at 23:30 (JST) ,"Sotsu, AT-X, Memory-Tech, Showgate, Happinet Pictures, BS Fuji, MAGES., Contents Seed, Ichijinsha ",Funimation ,SILVER LINK. ,Light novel ,"Comedy, Ecchi, Harem, Romance, School",23 min. per ep. ,PG-13 - Teens 13 or older ,353,216635,11937,140759,4530,7299,52110,5212.0,7340.0,19228.0,33210.0,21632.0,11187.0,4764.0,2043.0,998.0,709.0,106323.0,0.0025078325364630326
780,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),782.0,813,7.83,1.0,Movie,https://myanimelist.net/anime/3782/Kara_no_Kyoukai_2__Satsujin_Kousatsu_Zen,,the Garden of sinners Chapter 2: Murder Speculation Part A,劇場版 空の境界 the Garden of sinners 第二章『殺人考察（前）』,"Kara no Kyoukai: The Garden of Sinners Movie 2, Borderline of Emptiness: Murder Speculation, The Garden of Sinners: A Study in Murder, The Garden of Sinners: …and nothing heart.",Finished Airing ,"Dec 29, 2007 ",,Notes ,Aniplex of America ,ufotable ,Light novel ,"Action, Mystery, Supernatural, Romance, Thriller",1 hr. 1 min. ,R - 17+ (violence & profanity) ,392,197709,2589,158081,1380,473,35186,12260.0,22765.0,44257.0,28830.0,9223.0,3303.0,1183.0,480.0,199.0,195.0,122695.0,0.0024797413983970243
7057,Arcana Famiglia,7058.0,905,6.27,12.0,TV,https://myanimelist.net/anime/12967/Arcana_Famiglia,Summer 2012 ,La storia della Arcana Famiglia,アルカナ・ファミリア －La storia della Arcana Famiglia－,Arcana Famiglia: La Storia Della Arcana Famiglia,Finished Airing ,"Jul 1, 2012 to Sep 16, 2012 ",,"Frontier Works, Movic, Warner Bros. Japan, Showgate ",Sentai Filmworks ,J.C.Staff ,Visual novel ,"Action, Harem, Supernatural, Romance, Shoujo",24 min. per ep. ,PG-13 - Teens 13 or older ,275,177770,8756,110906,6901,15945,35262,3546.0,5479.0,11620.0,20749.0,18841.0,13101.0,7176.0,3589.0,2011.0,1289.0,87401.0,0.0024795772996952375
590,Trigun: Badlands Rumble,591.0,1332,7.96,1.0,Movie,https://myanimelist.net/anime/4106/Trigun__Badlands_Rumble,,Trigun - Badlands Rumble,トライガン,Trigun the Movie,Finished Airing ,"Apr 2, 2010 ",,"flying DOG, Sunny Side Up, Studio Jack, Shounen Gahousha ",Funimation ,Madhouse ,Manga ,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",1 hr. 30 min. ,PG-13 - Teens 13 or older ,209,115363,1717,84875,747,314,27710,7005.0,14186.0,21652.0,13714.0,4265.0,1422.0,383.0,120.0,54.0,96.0,62897.0,0.0024624447717231223
1544,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,1543.0,851,7.51,1.0,Movie,https://myanimelist.net/anime/4835/Bleach_Movie_3__Fade_to_Black_-_Kimi_no_Na_wo_Yobu,,Bleach the Movie: Fade to Black,劇場版 BLEACH Fade to Black 君の名を呼ぶ,Fade to Black: Call Out Your Name,Finished Airing ,"Dec 13, 2008 ",,,VIZ Media ,Studio Pierrot ,Manga ,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",1 hr. 34 min. ,PG-13 - Teens 13 or older ,419,191105,1699,171184,786,441,16995,12785.0,16842.0,29771.0,32524.0,14562.0,6151.0,1946.0,751.0,347.0,199.0,115878.0,0.0024476586596878214
5918,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,5919.0,631,6.5,12.0,TV,https://myanimelist.net/anime/14199/Oniichan_dakedo_Ai_sae_Areba_Kankeinai_yo_ne,Fall 2012 ,OniAi,お兄ちゃんだけど愛さえあれば関係ないよねっ,"As Long as There's Love, It Doesn't Matter If He Is My Brother, Right?",Finished Airing ,"Oct 5, 2012 to Dec 21, 2012 ",Fridays at 23:00 (JST) ,"Lantis, Media Factory, AT-X, DAX Production, Cospa, Sony Music Communications ",Funimation ,SILVER LINK. ,Light novel ,"Comedy, Ecchi, Harem, Romance, School",24 min. per ep. ,R+ - Mild Nudity ,366,248788,14143,149917,7201,12115,65412,5075.0,6936.0,17121.0,32457.0,25734.0,14656.0,7094.0,3474.0,1935.0,1415.0,115897.0,0.0024413508808207207
732,Working'!!,734.0,707,7.86,13.0,TV,https://myanimelist.net/anime/10521/Working,Fall 2011 ,Wagnaria!!2,ワーキング’！！,Working!! 2,Finished Airing ,"Oct 1, 2011 to Dec 24, 2011 ",,"Aniplex, Yomiuri Telecasting, Rakuonsha ","NIS America, Inc. ",A-1 Pictures ,4-koma manga ,"Comedy, Romance, Seinen, Slice of Life",24 min. per ep. ,PG-13 - Teens 13 or older ,422,226878,6430,174897,3808,2617,39126,10766.0,24833.0,50272.0,33400.0,9092.0,3061.0,721.0,252.0,105.0,126.0,132628.0,0.00241284870523794
1782,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,1783.0,792,7.44,1.0,Movie,https://myanimelist.net/anime/2889/Bleach_Movie_2__The_DiamondDust_Rebellion_-_Mou_Hitotsu_no_Hyourinmaru,,Bleach the Movie: The DiamondDust Rebellion,劇場版 BLEACH The DiamondDust Rebellion もう一つの氷輪丸,,Finished Airing ,"Dec 22, 2007 ",,Shueisha ,VIZ Media ,Studio Pierrot ,Manga ,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",1 hr. 32 min. ,PG-13 - Teens 13 or older ,438,202793,1636,184399,835,482,15441,13356.0,17637.0,31025.0,35522.0,16465.0,7439.0,2476.0,942.0,438.0,248.0,125548.0,0.002375284030824462
1113,Koyomimonogatari,1114.0,832,7.67,12.0,ONA,https://myanimelist.net/anime/32268/Koyomimonogatari,,,暦物語,,Finished Airing ,"Jan 10, 2016 to Mar 27, 2016 ",,"Aniplex, Kodansha ",Aniplex of America ,Shaft ,Light novel ,"Comedy, Mystery, Supernatural",14 min. per ep. ,R - 17+ (violence & profanity) ,306,193588,8627,128837,4467,1649,50008,11439.0,13493.0,31432.0,30436.0,10210.0,3507.0,1029.0,411.0,160.0,331.0,102448.0,0.0023750941111637183
4637,Princess Lover!,4638.0,882,6.76,12.0,TV,https://myanimelist.net/anime/6201/Princess_Lover,Summer 2009 ,,プリンセスラバー!,Princess Lover!,Finished Airing ,"Jul 6, 2009 to Sep 21, 2009 ",Mondays at Unknown ,Dream Force ,,GoHands ,Visual novel ,"Harem, Comedy, Ecchi, School",24 min. per ep. ,R+ - Mild Nudity ,309,183618,8657,130407,4201,5994,34359,5526.0,8187.0,17245.0,27653.0,19212.0,10830.0,4772.0,2174.0,1091.0,670.0,97360.0,0.002369504704502059
