,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1,Members scored,F10
1781,Bleach Movie 1: Memories of Nobody,1782.0,697,7.44,1.0,Movie,https://myanimelist.net/anime/1686/Bleach_Movie_1__Memories_of_Nobody,,Bleach the Movie: Memories of Nobody,劇場版 BLEACH MEMORIES OF NOBODY,,Finished Airing ,"Dec 16, 2006 ",,"TV Tokyo, Dentsu, Shueisha ",VIZ Media ,Studio Pierrot ,Manga ,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",1 hr. 33 min. ,PG-13 - Teens 13 or older ,499,228738,1901,211444,810,536,14047,15009.0,20625.0,35951.0,41466.0,19784.0,8665.0,2626.0,984.0,442.0,273.0,145825.0,0.0023599629216246383
311,Hunter x Hunter: Greed Island,312.0,1277,8.2,8.0,OVA,https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island,,,ハンターｘハンター: Greed Island,Hunter X Hunter OVA 2,Finished Airing ,"Feb 5, 2003 to Apr 16, 2003 ",,,,Nippon Animation ,Manga ,"Action, Adventure, Super Power, Fantasy, Shounen",22 min. per ep. ,PG-13 - Teens 13 or older ,239,122646,2444,102776,881,840,15705,13224.0,16687.0,21127.0,12048.0,3711.0,1244.0,413.0,165.0,138.0,306.0,69063.0,0.0023254456293298046
5589,Tokyo ESP,5595.0,1053,6.57,12.0,TV,https://myanimelist.net/anime/21353/Tokyo_ESP,Summer 2014 ,Tokyo ESP,東京ESP,,Finished Airing ,"Jul 12, 2014 to Sep 27, 2014 ",,"Lantis, Rakuonsha, KlockWorx, Tokyo MX ",Funimation ,Xebec ,Manga ,"Action, Sci-Fi, Comedy, Super Power, Supernatural, Shounen",24 min. per ep. ,R - 17+ (violence & profanity) ,196,152525,9462,84498,6567,13462,38536,2491.0,4323.0,11204.0,19470.0,14300.0,8308.0,4146.0,1894.0,878.0,528.0,67542.0,0.002319581528556889
1994,Zero no Tsukaima: Princesses no Rondo,1996.0,386,7.38,12.0,TV,https://myanimelist.net/anime/3712/Zero_no_Tsukaima__Princesses_no_Rondo,Summer 2008 ,The Familiar of Zero: Rondo of Princesses,ゼロの使い魔 ～三美姫（プリンセッセ）の輪舞（ロンド）～,"Zero no Tsukaima: Princess no Rondo, Rondo of the Princesses, Zero's Familiar 3rd Series, Zero no Tsukaima S3",Finished Airing ,"Jul 7, 2008 to Sep 22, 2008 ",Mondays at 00:30 (JST) ,,Sentai Filmworks ,J.C.Staff ,Light novel ,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",24 min. per ep. ,PG-13 - Teens 13 or older ,756,381184,7581,326851,4551,4727,37474,25376.0,31469.0,57087.0,64458.0,31526.0,14634.0,6563.0,2772.0,1469.0,1012.0,236366.0,0.0023129805324138522
2058,Zero no Tsukaima: Princesses no Rondo,2059.0,387,7.37,12.0,TV,https://myanimelist.net/anime/3712/Zero_no_Tsukaima__Princesses_no_Rondo,Summer 2008 ,The Familiar of Zero: Rondo of Princesses,ゼロの使い魔 ～三美姫（プリンセッセ）の輪舞（ロンド）～,"Zero no Tsukaima: Princess no Rondo, Rondo of the Princesses, Zero's Familiar 3rd Series, Zero no Tsukaima S3",Finished Airing ,"Jul 7, 2008 to Sep 22, 2008 ",Mondays at 00:30 (JST) ,,Sentai Filmworks ,J.C.Staff ,Light novel ,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",24 min. per ep. ,PG-13 - Teens 13 or older ,755,381395,7597,327016,4552,4729,37501,25381.0,31478.0,57116.0,64491.0,31549.0,14645.0,6566.0,2775.0,1468.0,1014.0,236483.0,0.002308755534897375
204,Steins;Gate: Oukoubakko no Poriomania,205.0,421,8.33,1.0,Special,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania,,Steins;Gate: Egoistic Poriomania,シュタインズ ゲート 横行跋扈のポリオマニア,"Steins Gate Special, Steins Gate Episode 25, Steins Gate OVA",Finished Airing ,"Feb 22, 2012 ",,Frontier Works ,Funimation ,White Fox ,Visual novel ,"Sci-Fi, Comedy",24 min. ,PG-13 - Teens 13 or older ,679,355633,4145,301712,1468,731,47577,45431.0,61354.0,67190.0,34105.0,10535.0,3990.0,1154.0,548.0,363.0,568.0,225238.0,0.0022504905340191973
1284,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,1285.0,759,7.6,1.0,OVA,https://myanimelist.net/anime/18753/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_OVA,,,やはり俺の青春ラブコメはまちがっている。OVA「こちらとしても彼ら彼女らの行く末に幸多からんことを願わざるを得ない。」,"Oregairu OVA, My youth romantic comedy is wrong as I expected. OVA, My Teen Romantic Comedy SNAFU OVA, Yahari Ore no Seishun Love Comedy wa Machigatteiru.: Kochira Toshite mo Karera Kanojora no Yukusue ni Sachiookaran Koto wo Negawazaru wo Enai.",Finished Airing ,"Sep 19, 2013 ",,,,Brain's Base ,Light novel ,"Comedy, Romance, School",23 min. ,PG-13 - Teens 13 or older ,414,210594,2433,184039,866,467,22789,13639.0,16353.0,38823.0,41094.0,13502.0,4578.0,1206.0,434.0,186.0,201.0,130016.0,0.0022495231988871925
1673,Boruto: Naruto the Movie,1674.0,432,7.47,1.0,Movie,https://myanimelist.net/anime/28755/Boruto__Naruto_the_Movie,,Boruto: Naruto the Movie,BORUTO -NARUTO THE MOVIE-,Gekijouban Naruto (2015),Finished Airing ,"Aug 7, 2015 ",,"Toho, Shueisha ",VIZ Media ,Studio Pierrot ,Manga ,"Action, Comedy, Martial Arts, Shounen, Super Power",1 hr. 35 min. ,PG-13 - Teens 13 or older ,698,347604,5977,310433,1072,1337,28785,23075.0,31951.0,60619.0,61573.0,27952.0,11597.0,4511.0,1943.0,1041.0,1202.0,225464.0,0.0022484722951490337
6166,Akaneiro ni Somaru Saka,6167.0,1168,6.45,12.0,TV,https://myanimelist.net/anime/4744/Akaneiro_ni_Somaru_Saka,Fall 2008 ,Akane Iro ni Somaru Saka,あかね色に染まる坂,"Akasaka, The Hill Dyed Rose Madder, Akane-Iro ni Somaru Saka",Finished Airing ,"Oct 3, 2008 to Dec 19, 2008 ",,"Marvelous, feng, Delfi Sound, Pony Canyon Enterprise ",Sentai Filmworks ,TNK ,Visual novel ,"Harem, Comedy, Romance, Ecchi, School",25 min. per ep. ,R+ - Mild Nudity ,221,136458,5064,98321,3071,5040,24962,2927.0,4694.0,11202.0,20151.0,16697.0,10262.0,4829.0,2101.0,1197.0,808.0,74868.0,0.00224773954699403
6177,Akaneiro ni Somaru Saka,6178.0,1168,6.45,12.0,TV,https://myanimelist.net/anime/4744/Akaneiro_ni_Somaru_Saka,Fall 2008 ,Akane Iro ni Somaru Saka,あかね色に染まる坂,"Akasaka, The Hill Dyed Rose Madder, Akane-Iro ni Somaru Saka",Finished Airing ,"Oct 3, 2008 to Dec 19, 2008 ",,"Marvelous, feng, Delfi Sound, Pony Canyon Enterprise ",Sentai Filmworks ,TNK ,Visual novel ,"Harem, Comedy, Romance, Ecchi, School",25 min. per ep. ,R+ - Mild Nudity ,221,136518,5067,98359,3071,5041,24980,2926.0,4694.0,11207.0,20157.0,16704.0,10268.0,4833.0,2100.0,1199.0,809.0,74897.0,0.0022468711556644537
459,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,460.0,878,8.07,1.0,OVA,https://myanimelist.net/anime/33161/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku_OVA,,,"やはり俺の青春ラブコメはまちがっている. 続 きっと, 女の子はお砂糖とスパイスと素敵な何かでできている。","My Teen Romantic Comedy SNAFU OVA, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku: Kitto, Onnanoko wa Osatou to Spice to Suteki na Nanika de Dekiteiru",Finished Airing ,"Oct 27, 2016 ",,5pb. ,feel. ,feel. ,Light novel ,"Comedy, Romance, School",23 min. ,PG-13 - Teens 13 or older ,348,184927,3701,155133,964,551,24578,15670.0,23749.0,39123.0,22006.0,5957.0,1961.0,494.0,186.0,110.0,138.0,109394.0,0.0022432364487246425
2599,"Tokyo Ghoul: ""Pinto""",2602.0,992,7.25,1.0,OVA,https://myanimelist.net/anime/31297/Tokyo_Ghoul__Pinto,,,東京喰種 トーキョーグール【PINTO】,,Finished Airing ,"Dec 25, 2015 ",,,,Studio Pierrot ,Light novel ,"Action, Drama, Horror, Mystery, Psychological, Supernatural",24 min. ,R - 17+ (violence & profanity) ,299,161326,1830,133668,877,650,24301,7713.0,9708.0,21344.0,28623.0,14072.0,6271.0,1886.0,771.0,426.0,408.0,91222.0,0.0022368854176018195
4882,Fortune Arterial: Akai Yakusoku,4887.0,1427,6.71,12.0,TV,https://myanimelist.net/anime/8536/Fortune_Arterial__Akai_Yakusoku,Fall 2010 ,,FORTUNE ARTERIAL 赤い約束,,Finished Airing ,"Oct 9, 2010 to Dec 25, 2010 ",,"NTT Docomo, AMG MUSIC ",,"feel., Zexcs ",Visual novel ,"Comedy, Romance, School, Supernatural, Vampire",24 min. per ep. ,PG-13 - Teens 13 or older ,167,104792,4074,75125,2470,3804,19319,2712.0,4280.0,9690.0,16637.0,11800.0,6808.0,2773.0,1094.0,551.0,337.0,56682.0,0.0022229617304492513
9865,Mayoiga,9866.0,832,5.52,12.0,TV,https://myanimelist.net/anime/32438/Mayoiga,Spring 2016 ,The Lost Village,迷家-マヨイガ-,,Finished Airing ,"Apr 1, 2016 to Jun 17, 2016 ",Fridays at 22:30 (JST) ,"WOWOW, Mainichi Broadcasting System, Pony Canyon, KlockWorx, Studio Mausu, Azumaker, Shogakukan ",Ponycan USA ,Diomedéa ,Original ,"Mystery, Comedy, Horror, Psychological, Drama",24 min. per ep. ,R - 17+ (violence & profanity) ,249,193609,12994,112161,5473,22531,40450,2379.0,3371.0,9084.0,17834.0,20805.0,16593.0,13177.0,7678.0,5143.0,3555.0,99619.0,0.0022200230026479793
1402,Fullmetal Alchemist: The Conqueror of Shamballa,1403.0,541,7.56,1.0,Movie,https://myanimelist.net/anime/430/Fullmetal_Alchemist__The_Conqueror_of_Shamballa,,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,劇場版 鋼の錬金術師 シャンバラを征く者,"Gekijyouban Hagane no Renkinjutsushi - Shanbara wo Yuku Mono, Fullmetal Alchemist the Movie: Conqueror of Shamballa, FMA Movie",Finished Airing ,"Jul 23, 2005 ",,"Aniplex, Square Enix, Shochiku, Mainichi Broadcasting System ",Funimation ,Bones ,Manga ,"Military, Comedy, Historical, Drama, Fantasy, Shounen",1 hr. 45 min. ,PG-13 - Teens 13 or older ,555,287984,2491,251358,1311,808,32016,20068.0,31524.0,48766.0,46339.0,20840.0,9061.0,4451.0,1616.0,838.0,520.0,184023.0,0.002208006110806101
769,K-On!!: Keikaku!,770.0,1478,7.84,1.0,Special,https://myanimelist.net/anime/9734/K-On__Keikaku,,,けいおん!! 計画!,"Keion 2 Special, K-On!! 2nd Season Special, K-On!! Episode 27",Finished Airing ,"Mar 16, 2011 ",,"Pony Canyon, Animation Do ",Sentai Filmworks ,Kyoto Animation ,Original ,"Comedy, Music, School, Slice of Life",23 min. ,PG-13 - Teens 13 or older ,180,100392,1208,81608,673,325,16578,7515.0,9457.0,17914.0,15148.0,4532.0,1685.0,376.0,148.0,75.0,109.0,56959.0,0.002205666111165572
2527,Trinity Seven Movie 1: Eternity Library to Alchemic Girl,2528.0,1194,7.26,1.0,Movie,https://myanimelist.net/anime/33581/Trinity_Seven_Movie_1__Eternity_Library_to_Alchemic_Girl,,Trinity Seven: Eternity Library & Alchemic Girl,劇場版 トリニティセブン －悠久図書館〈エターニティライブラリー〉と錬金術少女〈アルケミックガール〉－,"Gekijouban Trinity Seven, Trinity Seven Movie: Yuukyuu Toshokan to Rekinjutsu Shoujo",Finished Airing ,"Feb 25, 2017 ",,"Sotsu, Avex Pictures ",,Seven Arcs Pictures ,Manga ,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen",55 min. ,PG-13 - Teens 13 or older ,213,132944,2754,96741,949,530,31970,6182.0,7040.0,16040.0,21531.0,9882.0,4301.0,1656.0,726.0,349.0,241.0,67948.0,0.002201755202034298
10104,Glasslip,10105.0,1084,5.43,13.0,TV,https://myanimelist.net/anime/23079/Glasslip,Summer 2014 ,Glasslip,グラスリップ,,Finished Airing ,"Jul 3, 2014 to Sep 25, 2014 ",Thursdays at 22:30 (JST) ,"Sotsu, Lantis, Pony Canyon, Showgate, Infinite ",Sentai Filmworks ,P.A. Works ,Original ,"Romance, Slice of Life, Supernatural",23 min. per ep. ,PG-13 - Teens 13 or older ,185,148536,7939,84113,5298,19450,31736,1950.0,2823.0,6526.0,12702.0,13958.0,12303.0,9808.0,6196.0,4392.0,3450.0,74108.0,0.002199422205842141
5504,Sword Art Online: Extra Edition,5508.0,610,6.58,1.0,Special,https://myanimelist.net/anime/20021/Sword_Art_Online__Extra_Edition,,Sword Art Online: Extra Edition,ソードアート・オンライン Extra Edition,"S.A.O: Extra Edition, SAO: Extra Edition",Finished Airing ,"Dec 31, 2013 ",,Aniplex ,Aniplex of America ,A-1 Pictures ,Light novel ,"Action, Adventure, Fantasy, Game, Romance",1 hr. 41 min. ,PG-13 - Teens 13 or older ,490,256564,3488,222866,1252,1572,27386,13768.0,12797.0,23337.0,37947.0,29600.0,17726.0,8997.0,5034.0,3499.0,3483.0,156188.0,0.0021986305672466863
367,Baccano! Specials,368.0,1017,8.14,3.0,Special,https://myanimelist.net/anime/3901/Baccano_Specials,,,バッカーノ!,Baccano! OVA,Finished Airing ,"Feb 27, 2008 to May 28, 2008 ",,Aniplex ,"Funimation, Aniplex of America ",Brain's Base ,Light novel ,"Action, Comedy, Historical, Mystery, Supernatural",29 min. per ep. ,R - 17+ (violence & profanity) ,281,156834,1972,127839,1533,886,24604,14583.0,26395.0,31703.0,17713.0,5792.0,2068.0,638.0,275.0,130.0,353.0,99650.0,0.0021980772690649956
4656,Asu no Yoichi!,4657.0,895,6.76,12.0,TV,https://myanimelist.net/anime/4999/Asu_no_Yoichi,Winter 2009 ,Samurai Harem,明日のよいち！,Ashita no Yoichi!,Finished Airing ,"Jan 9, 2009 to Mar 27, 2009 ",Fridays at 01:29 (JST) ,"Lantis, TBS, Movic ",Sentai Filmworks ,AIC ,Manga ,"Harem, Comedy, Romance, Ecchi, Martial Arts, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,293,180534,6989,133737,4034,5447,30327,4634.0,7547.0,17509.0,30013.0,21021.0,11517.0,4370.0,1743.0,792.0,456.0,99602.0,0.0021908671497042702
8121,Gunjou no Magmell,8122.0,1397,6.05,13.0,TV,https://myanimelist.net/anime/37806/Gunjou_no_Magmell,Spring 2019 ,,群青のマグメル,"Magmel of the Sea Blue, Gunjou no Magmel, Ultramarine Magmell",Finished Airing ,"Apr 7, 2019 to Jun 30, 2019 ",Sundays at 22:00 (JST) ,"Shueisha, bilibili, Yomiuri TV Enterprise, FanFan Inc., Shun Produce ",,Pierrot Plus ,Manga ,"Action, Adventure, Super Power, Fantasy, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,120,108624,11115,55207,4129,15984,22189,1493.0,2055.0,5232.0,11377.0,12275.0,8634.0,4978.0,2253.0,1056.0,754.0,50107.0,0.002173637401054214
2451,"High School DxD New: Oppai, Tsutsumimasu!",2452.0,1268,7.28,1.0,OVA,https://myanimelist.net/anime/30300/High_School_DxD_New__Oppai_Tsutsumimasu,,,ハイスクールD×D NEW OVA おっぱい、包みます！,"High School DxD New OVA, High School DxD New Episode 13, Highschool DxD New OVA",Finished Airing ,"Mar 10, 2015 ",,Genco ,,TNK ,Light novel ,"Comedy, Demons, Ecchi, Romance, School",24 min. ,R+ - Mild Nudity ,223,123942,2283,102792,814,631,17422,9531.0,6449.0,13908.0,19472.0,10134.0,4805.0,1761.0,838.0,521.0,470.0,67889.0,0.0021694295275896955
2080,Date A Live: Date to Date,2084.0,1033,7.36,1.0,OVA,https://myanimelist.net/anime/17641/Date_A_Live__Date_to_Date,,,デート・ア・ライブ DATE TO DATE,"Date A Live OVA, Date A Live Episode 13",Finished Airing ,"Dec 6, 2013 ",,Nippon Columbia ,Funimation ,AIC PLUS+ ,Light novel ,"Sci-Fi, Harem, Comedy, Romance, School",24 min. ,R+ - Mild Nudity ,280,155378,2114,129212,830,633,22589,9090.0,10718.0,21442.0,26334.0,12169.0,5457.0,1958.0,862.0,439.0,321.0,88790.0,0.002166981394916881
240,Hunter x Hunter: Greed Island Final,241.0,1320,8.28,14.0,OVA,https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final,,,ハンター×ハンター　G・I　Final,"Hunter x Hunter: G I Final, Hunter x Hunter OVA 3",Finished Airing ,"Mar 3, 2004 to Aug 18, 2004 ",,,,Nippon Animation ,Manga ,"Action, Adventure, Super Power, Fantasy, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,208,116671,2253,96193,869,789,16567,13340.0,16592.0,19333.0,10156.0,3161.0,1097.0,371.0,162.0,119.0,309.0,64640.0,0.0021623195034981757
5071,Hataage! Kemono Michi,5129.0,1099,6.66,12.0,TV,https://myanimelist.net/anime/39030/Hataage_Kemono_Michi,Fall 2019 ,Kemono Michi: Rise Up,旗揚! けものみち,,Finished Airing ,"Oct 2, 2019 to Dec 18, 2019 ",Wednesdays at 22:00 (JST) ,"AT-X, Nippon Columbia, Sammy, Kadokawa Media House, Kadokawa, CA-Cygames Anime Fund ",Funimation ,ENGI ,Manga ,"Comedy, Fantasy, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,178,146168,15225,82680,4056,12642,31565,2510.0,3632.0,11297.0,22683.0,16240.0,8224.0,3400.0,1261.0,594.0,459.0,70300.0,0.0021528785679729074
5132,Hataage! Kemono Michi,5133.0,1101,6.66,12.0,TV,https://myanimelist.net/anime/39030/Hataage_Kemono_Michi,Fall 2019 ,Kemono Michi: Rise Up,旗揚! けものみち,,Finished Airing ,"Oct 2, 2019 to Dec 18, 2019 ",Wednesdays at 22:00 (JST) ,"AT-X, Nippon Columbia, Sammy, Kadokawa Media House, Kadokawa, CA-Cygames Anime Fund ",Funimation ,ENGI ,Manga ,"Comedy, Fantasy, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,178,146374,15236,82818,4062,12656,31602,2515.0,3635.0,11321.0,22705.0,16275.0,8241.0,3406.0,1266.0,596.0,460.0,70420.0,0.0021492912168852183
298,Saiki Kusuo no Ψ-nan: Kanketsu-hen,299.0,1184,8.21,1.0,Special,https://myanimelist.net/anime/38249/Saiki_Kusuo_no_Ψ-nan__Kanketsu-hen,,The Disastrous Life of Saiki K. Final Arc,斉木楠雄のΨ難 完結編,Saiki Kusuo no Psi Nan 3,Finished Airing ,"Dec 28, 2018 ",,,,"J.C.Staff, Egg Firm ",Manga ,"Comedy, School, Shounen, Slice of Life, Supernatural",50 min. ,PG-13 - Teens 13 or older ,237,134164,2846,110689,627,429,19573,11766.0,19937.0,28826.0,14284.0,3482.0,1009.0,262.0,87.0,53.0,269.0,79975.0,0.0021411341687069176
346,One Piece Film: Strong World,347.0,888,8.16,1.0,Movie,https://myanimelist.net/anime/4155/One_Piece_Film__Strong_World,,One Piece Film Strong World,ワンピース　フィルム　ストロングワールド,One Piece Movie 10,Finished Airing ,"Dec 12, 2009 ",,,Funimation ,Toei Animation ,Manga ,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",1 hr. 55 min. ,PG-13 - Teens 13 or older ,345,182602,2567,161703,727,568,17037,20337.0,27227.0,35199.0,21899.0,6788.0,2309.0,731.0,201.0,98.0,242.0,115031.0,0.002133541121686054
2473,High School DxD Specials,2474.0,952,7.27,6.0,Special,https://myanimelist.net/anime/13357/High_School_DxD_Specials,,,ハイスクールD×Dスペシャル,Highschool DxD Specials,Finished Airing ,"Mar 21, 2012 to Aug 29, 2012 ",,"Genco, Lantis ",Funimation ,TNK ,Light novel ,"Ecchi, Comedy, Harem, Romance, Demons, School",4 min. per ep. ,R+ - Mild Nudity ,313,167521,3228,147506,1183,967,14637,15000.0,10541.0,18753.0,25930.0,15157.0,7741.0,2795.0,1390.0,883.0,735.0,98925.0,0.002121947581793283
2970,Bleach: Memories in the Rain,2971.0,1403,7.16,1.0,Special,https://myanimelist.net/anime/762/Bleach__Memories_in_the_Rain,,Bleach: Memories in the Rain,BLEACH Memories in the Rain,"Bleach: Jump Festa 2004, ブリーチ Memories in the Rain",Finished Airing ,"Dec 18, 2004 ",,,,Studio Pierrot ,Manga ,"Action, Adventure, Supernatural, Drama, Shounen",29 min. ,PG-13 - Teens 13 or older ,199,107575,1022,94268,543,391,11351,5724.0,6534.0,12235.0,18327.0,10424.0,5071.0,1559.0,556.0,265.0,242.0,60937.0,0.002111002673229516
1647,Toaru Majutsu no Index Movie: Endymion no Kiseki,1648.0,1389,7.48,1.0,Movie,https://myanimelist.net/anime/11743/Toaru_Majutsu_no_Index_Movie__Endymion_no_Kiseki,,A Certain Magical Index the Movie: The Miracle of Endymion,劇場版 とある魔術の禁書目録 エンデュミオンの奇蹟,Gekijouban Toaru Majutsu no Kinsho Mokuroku,Finished Airing ,"Feb 23, 2013 ",,"Geneon Universal Entertainment, Square Enix, AT-X, Warner Bros. Japan, ASCII Media Works ",Funimation ,J.C.Staff ,Original ,"Action, Magic, Sci-Fi, Super Power",1 hr. 30 min. ,R - 17+ (violence & profanity) ,164,108996,2065,77987,1026,483,27435,5616.0,7485.0,16370.0,16162.0,6814.0,2707.0,1053.0,401.0,148.0,92.0,56848.0,0.002102914588328824
6562,Maken-Ki!,6574.0,700,6.38,12.0,TV,https://myanimelist.net/anime/9936/Maken-Ki,Fall 2011 ,,マケン姫っ！,Maken-Ki! Battling Venus,Finished Airing ,"Oct 5, 2011 to Dec 21, 2011 ",,AIC ,Funimation ,AIC Spirits ,Manga ,"Action, Ecchi, Harem, Martial Arts, School, Super Power",25 min. per ep. ,R+ - Mild Nudity ,314,229034,11574,149791,5084,10142,52443,5624.0,6404.0,14894.0,27817.0,24442.0,15108.0,7987.0,3836.0,2359.0,1605.0,110076.0,0.002096254114065598
1522,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,1548.0,1333,7.51,1.0,Movie,https://myanimelist.net/anime/15197/Code_Geass__Boukoku_no_Akito_2_-_Hikisakareshi_Yokuryuu,,Code Geass: Akito the Exiled - The Wyvern Divided,コードギアス 亡国のアキト 第２章「引き裂かれし翼竜」,,Finished Airing ,"Sep 14, 2013 ",,"Bandai Visual, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners ",Funimation ,Sunrise ,Original ,"Action, Mecha, Military",59 min. ,R - 17+ (violence & profanity) ,175,115281,1707,84888,961,555,27170,5178.0,8595.0,18312.0,16762.0,6529.0,2768.0,1093.0,491.0,213.0,195.0,60136.0,0.002061539911412685
76,Mushishi: Hihamukage,77.0,1374,8.57,1.0,Special,https://myanimelist.net/anime/21329/Mushishi__Hihamukage,,The Shadow that Devours the Sun,蟲師 特別篇「日蝕む翳」,"Mushi-shi Tokubetsu-hen: Hihamu Kage, Mushishi Special: Hihamukage",Finished Airing ,"Jan 4, 2014 ",,"Aniplex, Kodansha, Delfi Sound ",,Artland ,Manga ,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",45 min. ,PG-13 - Teens 13 or older ,149,110923,2438,72394,991,523,34577,11962.0,17988.0,16286.0,5948.0,1303.0,376.0,90.0,42.0,38.0,360.0,54393.0,0.002058181617261099
8298,Mahou Sensou,8299.0,752,6.01,12.0,TV,https://myanimelist.net/anime/19769/Mahou_Sensou,Winter 2014 ,Magical Warfare,魔法戦争,Mahosen,Finished Airing ,"Jan 10, 2014 to Mar 28, 2014 ",,"Media Factory, TBS, flying DOG ",Sentai Filmworks ,Madhouse ,Light novel ,"Action, Fantasy, Magic",24 min. per ep. ,PG-13 - Teens 13 or older ,267,211921,12617,129889,6340,14709,48366,3849.0,5219.0,12043.0,22274.0,21574.0,14636.0,9971.0,5179.0,3462.0,2631.0,100838.0,0.00205560132112804
6004,Seikoku no Dragonar,6005.0,912,6.49,12.0,TV,https://myanimelist.net/anime/21033/Seikoku_no_Dragonar,Spring 2014 ,Dragonar Academy,星刻の竜騎士,Seikoku no Ryuukishi,Finished Airing ,"Apr 5, 2014 to Jun 21, 2014 ",,"Media Factory, AT-X, Sony Music Communications, Tsukuru no Mori ",Funimation ,C-Station ,Light novel ,"Comedy, Ecchi, Fantasy, School",24 min. per ep. ,R+ - Mild Nudity ,249,177251,8983,123079,3895,8273,33021,4294.0,5726.0,12997.0,24451.0,20107.0,11967.0,5783.0,2664.0,1527.0,948.0,90464.0,0.002023090860341732
