,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1,F10
245,Yuru Camp△,246.0,437,8.27,12.0,TV,https://myanimelist.net/anime/34798/Yuru_Camp△,Winter 2018 ,Laid-Back Camp,ゆるキャン△,Yurukyan,Finished Airing ,"Jan 4, 2018 to Mar 22, 2018 ",Thursdays at 23:00 (JST) ,"Sotsu, AT-X, Sony Music Communications, MAGES., 81 Produce, BS11, FuRyu, Crunchyroll SC Anime Fund ",,C-Station ,Manga ,"Slice of Life, Comedy",23 min. per ep. ,PG-13 - Teens 13 or older ,7220,344644,31094,168978,12439,8566,123567,25389.0,38620.0,49486.0,24701.0,7342.0,2690.0,796.0,294.0,144.0,249.0,0.042727455645113564
1087,Bishoujo Senshi Sailor Moon,1088.0,522,7.68,46.0,TV,https://myanimelist.net/anime/530/Bishoujo_Senshi_Sailor_Moon,Spring 1992 ,Sailor Moon,美少女戦士セーラームーン,Pretty Soldier Sailor Moon,Finished Airing ,"Mar 7, 1992 to Feb 27, 1993 ",,TV Asahi ,"ADV Films, VIZ Media, DiC Entertainment ",Toei Animation ,Manga ,"Demons, Magic, Romance, Shoujo",24 min. per ep. ,PG-13 - Teens 13 or older ,7923,295232,24130,187011,18424,14098,51569,24076.0,22725.0,35417.0,39710.0,17743.0,8188.0,2325.0,806.0,550.0,539.0,0.04236649181064216
15,Kimi no Na wa.,16.0,9,8.93,1.0,Movie,https://myanimelist.net/anime/32281/Kimi_no_Na_wa,,Your Name.,君の名は。,,Finished Airing ,"Aug 26, 2016 ",,"Toho, Sound Team Don Juan, Amuse, JR East Marketing & Communications, Kadokawa, voque ting ","Funimation, NYAV Post ",CoMix Wave Films ,Original ,"Romance, Supernatural, School, Drama",1 hr. 46 min. ,PG-13 - Teens 13 or older ,68950,1931272,44399,1641969,5226,2717,236961,563075.0,377295.0,232722.0,101569.0,35093.0,14337.0,6042.0,2419.0,1266.0,4255.0,0.04199226660186642
235,Re:Zero kara Hajimeru Isekai Seikatsu,236.0,21,8.28,25.0,TV,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu,Spring 2016 ,Re:ZERO -Starting Life in Another World-,Re：ゼロから始める異世界生活,"Re: Life in a different world from zero, Re:Zero, ReZero",Finished Airing ,"Apr 4, 2016 to Sep 19, 2016 ",Mondays at 01:05 (JST) ,"TV Tokyo, Media Factory, Kadokawa Shoten, AT-X, Magic Capsule, Memory-Tech, Hakuhodo DY Music & Pictures ",Funimation ,White Fox ,Light novel ,"Psychological, Drama, Thriller, Fantasy",25 min. per ep. ,R - 17+ (violence & profanity) ,52396,1631900,113516,1248317,34120,38310,197637,208303.0,293646.0,300568.0,149530.0,52791.0,23320.0,12650.0,5561.0,3157.0,3962.0,0.04197331286844608
352,Durarara!!,353.0,60,8.16,24.0,TV,https://myanimelist.net/anime/6746/Durarara,Winter 2010 ,Durarara!!,デュラララ!!,"Dhurarara!!, Dyurarara!!, Dulalala!!, Dullalala!!, DRRR!!",Finished Airing ,"Jan 8, 2010 to Jun 25, 2010 ",Fridays at 01:25 (JST) ,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works, Sakura Create ",Aniplex of America ,Brain's Base ,Light novel ,"Action, Mystery, Supernatural",24 min. per ep. ,R - 17+ (violence & profanity) ,27613,1164948,82199,675662,65592,46870,294625,87402.0,145824.0,175826.0,102679.0,36892.0,16148.0,5641.0,1844.0,945.0,1040.0,0.040868067169679514
325,Ouran Koukou Host Club,326.0,105,8.19,26.0,TV,https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club,Spring 2006 ,Ouran High School Host Club,桜蘭高校ホスト部,"Ohran Koko Host Club, Ouran Koukou Hosutobu, Ouran Koukou Host Bu, OHSHC",Finished Airing ,"Apr 5, 2006 to Sep 27, 2006 ",Wednesdays at 00:50 (JST) ,"VAP, Hakusensha, Nippon Television Network ",Funimation ,Bones ,Manga ,"Comedy, Harem, Romance, School, Shoujo",23 min. per ep. ,PG-13 - Teens 13 or older ,27465,885478,39565,679249,28469,26747,111448,110307.0,131018.0,146385.0,97319.0,35459.0,15382.0,5285.0,2081.0,1165.0,1286.0,0.04043436206751869
65,Kimetsu no Yaiba,66.0,15,8.6,26.0,TV,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,Spring 2019 ,Demon Slayer: Kimetsu no Yaiba,鬼滅の刃,Blade of Demon Destruction,Finished Airing ,"Apr 6, 2019 to Sep 28, 2019 ",Saturdays at 23:30 (JST) ,"Aniplex, Shueisha ",Aniplex of America ,ufotable ,Manga ,"Action, Demons, Historical, Shounen, Supernatural",23 min. per ep. ,R - 17+ (violence & profanity) ,54127,1735799,169947,1355237,28714,22865,159036,295915.0,371953.0,310137.0,123781.0,34556.0,14314.0,4857.0,1886.0,1073.0,3379.0,0.03993913979621277
247,Ookami to Koushinryou,248.0,164,8.26,13.0,TV,https://myanimelist.net/anime/2966/Ookami_to_Koushinryou,Winter 2008 ,Spice and Wolf,狼と香辛料,Ookami to Koushinryou,Finished Airing ,"Jan 9, 2008 to Mar 26, 2008 ",Wednesdays at 01:30 (JST) ,"Victor Entertainment, Pony Canyon, Movic, Kadokawa Pictures Japan ","Funimation, Kadokawa Pictures USA ",Imagin ,Light novel ,"Adventure, Fantasy, Historical, Romance",24 min. per ep. ,PG-13 - Teens 13 or older ,15847,670481,31810,401309,26381,16956,194025,57884.0,89712.0,100483.0,54379.0,17828.0,7251.0,2264.0,823.0,381.0,489.0,0.03948827462130179
160,Hellsing Ultimate,161.0,149,8.39,10.0,OVA,https://myanimelist.net/anime/777/Hellsing_Ultimate,,Hellsing Ultimate,HELLSING OVA,,Finished Airing ,"Feb 10, 2006 to Dec 26, 2012 ",,"Geneon Universal Entertainment, StudioRF Inc., Shounen Gahousha ","Funimation, Geneon Entertainment USA ","Madhouse, Satelight, Graphinica ",Manga ,"Action, Military, Horror, Supernatural, Vampire, Seinen",50 min. per ep. ,R - 17+ (violence & profanity) ,16893,715973,63851,429372,36866,18214,167670,87935.0,105340.0,100378.0,52295.0,18163.0,7156.0,3192.0,1298.0,643.0,921.0,0.039343506330175235
131,Saiki Kusuo no Ψ-nan,132.0,157,8.43,120.0,TV,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan,Summer 2016 ,The Disastrous Life of Saiki K.,斉木楠雄のΨ難,Saiki Kusuo no Psi Nan,Finished Airing ,"Jul 4, 2016 to Dec 26, 2016 ",Not scheduled once per week ,"TV Tokyo, Shogakukan-Shueisha Productions, Pony Canyon, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc. ",Funimation ,"J.C.Staff, Egg Firm ",Manga ,"Comedy, School, Shounen, Slice of Life, Supernatural",5 min. per ep. ,PG-13 - Teens 13 or older ,16795,690533,73002,428630,32238,21341,135322,71673.0,109147.0,116697.0,55360.0,15896.0,6235.0,2125.0,854.0,445.0,788.0,0.03918297832629541
187,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,188.0,73,8.34,13.0,TV,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai,Fall 2018 ,Rascal Does Not Dream of Bunny Girl Senpai,青春ブタ野郎はバニーガール先輩の夢を見ない,AoButa,Finished Airing ,"Oct 4, 2018 to Dec 27, 2018 ",Thursdays at 02:20 (JST) ,"Aniplex, Tokyo MX, Hakuhodo DY Music & Pictures, Nagoya Broadcasting Network, BS11, ABC Animation, Kadokawa ",Aniplex of America ,CloverWorks ,Light novel ,"Comedy, Supernatural, Drama, Romance, School",24 min. per ep. ,PG-13 - Teens 13 or older ,31913,1105939,75845,816807,21882,20712,170693,136283.0,204413.0,197217.0,94626.0,32386.0,14210.0,6216.0,2651.0,1407.0,1766.0,0.039070429122179416
216,Rurouni Kenshin: Meiji Kenkaku Romantan,217.0,366,8.31,94.0,TV,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan,Winter 1996 ,Rurouni Kenshin,るろうに剣心 -明治剣客浪漫譚-,Samurai X,Finished Airing ,"Jan 10, 1996 to Sep 8, 1998 ",Wednesdays at 19:30 (JST) ,"Aniplex, SME Visual Works, Fuji TV ",Media Blasters ,"Gallop, Studio Deen ",Manga ,"Action, Adventure, Comedy, Historical, Romance, Samurai, Shounen",25 min. per ep. ,PG-13 - Teens 13 or older ,8668,403300,30810,223868,31767,19215,97640,39069.0,52010.0,60040.0,34616.0,10611.0,3970.0,1201.0,385.0,186.0,332.0,0.03871924526953383
378,Hyouka,379.0,82,8.13,22.0,TV,https://myanimelist.net/anime/12189/Hyouka,Spring 2012 ,Hyouka,氷菓,"Hyou-ka, Hyouka: You can't escape, Hyou-ka: You can't escape, Hyoka",Finished Airing ,"Apr 23, 2012 to Sep 17, 2012 ",Mondays at 00:00 (JST) ,"Lantis, Kadokawa Shoten, KlockWorx, chara-ani.com, Animation Do ",Funimation ,Kyoto Animation ,Novel ,"Mystery, School, Slice of Life",25 min. per ep. ,PG-13 - Teens 13 or older ,21176,1022470,78063,553710,54780,40068,295849,68722.0,119628.0,151945.0,86857.0,31221.0,13517.0,4778.0,1615.0,857.0,895.0,0.03824384605660003
327,Toradora!,328.0,18,8.19,25.0,TV,https://myanimelist.net/anime/4224/Toradora,Fall 2008 ,Toradora!,とらドラ！,Tiger X Dragon,Finished Airing ,"Oct 2, 2008 to Mar 26, 2009 ",Thursdays at 01:20 (JST) ,"Genco, Starchild Records, Magic Capsule, Yomiuri Advertising, TV Tokyo Music ","NIS America, Inc. ",J.C.Staff ,Light novel ,"Slice of Life, Comedy, Romance, School",24 min. per ep. ,PG-13 - Teens 13 or older ,48343,1697176,77764,1290228,45574,45881,237729,194693.0,270841.0,298212.0,179622.0,66805.0,29247.0,12720.0,5128.0,2850.0,3289.0,0.03746857144628701
16,Owarimonogatari 2nd Season,17.0,527,8.92,7.0,TV,https://myanimelist.net/anime/35247/Owarimonogatari_2nd_Season,Summer 2017 ,Owarimonogatari Second Season,終物語,End Story 2nd Season,Finished Airing ,"Aug 12, 2017 to Aug 13, 2017 ",Not scheduled once per week ,"Aniplex, Kodansha ",Aniplex of America ,Shaft ,Light novel ,"Mystery, Comedy, Supernatural, Vampire",22 min. per ep. ,R - 17+ (violence & profanity) ,6425,294809,12248,173386,4025,1821,103329,51868.0,45382.0,26701.0,9789.0,2952.0,1021.0,393.0,168.0,123.0,1206.0,0.03705604835453843
287,Chihayafuru,288.0,404,8.22,25.0,TV,https://myanimelist.net/anime/10800/Chihayafuru,Fall 2011 ,Chihayafuru,ちはやふる,Chihayafull,Finished Airing ,"Oct 5, 2011 to Mar 28, 2012 ",Wednesdays at Unknown ,"VAP, Nippon Television Network ",Sentai Filmworks ,Madhouse ,Manga ,"Drama, Game, Josei, School, Slice of Life, Sports",22 min. per ep. ,PG-13 - Teens 13 or older ,6566,367828,22686,177653,17341,13632,136516,22022.0,41085.0,48963.0,24908.0,8293.0,3542.0,1085.0,466.0,215.0,254.0,0.03695969108317901
144,Grand Blue,145.0,302,8.41,12.0,TV,https://myanimelist.net/anime/37105/Grand_Blue,Summer 2018 ,Grand Blue Dreaming,ぐらんぶる,,Finished Airing ,"Jul 14, 2018 to Sep 29, 2018 ",Saturdays at 02:55 (JST) ,"Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, Q-Tec, JR East Marketing & Communications, GYAO! ",,Zero-G ,Manga ,"Slice of Life, Comedy, Seinen",24 min. per ep. ,PG-13 - Teens 13 or older ,11168,483835,31865,302376,12347,14189,123058,53973.0,76108.0,74910.0,34079.0,10941.0,4572.0,2088.0,1007.0,561.0,764.0,0.03693414821282112
132,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,133.0,322,8.43,12.0,TV,https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan,Summer 2020 ,My Teen Romantic Comedy SNAFU Climax!,やはり俺の青春ラブコメはまちがっている。完,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. 3rd Season, My Teen Romantic Comedy SNAFU 3, Oregairu 3, My youth romantic comedy is wrong as I expected 3",Finished Airing ,"Jul 10, 2020 to Sep 25, 2020 ",Fridays at 01:58 (JST) ,"Marvelous, TBS, Movic, Delfi Sound, NBCUniversal Entertainment Japan ",Sentai Filmworks ,feel. ,Light novel ,"Slice of Life, Comedy, Drama, Romance, School",24 min. per ep. ,PG-13 - Teens 13 or older ,9454,456485,47674,256949,9854,5545,136463,51859.0,66806.0,60820.0,28541.0,9794.0,3820.0,1816.0,801.0,350.0,710.0,0.03679329361079436
794,Wolf's Rain,796.0,550,7.82,26.0,TV,https://myanimelist.net/anime/202/Wolfs_Rain,Winter 2003 ,Wolf's Rain,ウルフズレイン,Wolf Rain,Finished Airing ,"Jan 7, 2003 to Jul 29, 2003 ",Tuesdays at 02:10 (JST) ,"Bandai Visual, Asatsu DK, Fuji TV ","Funimation, Bandai Entertainment ",Bones ,Original ,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",23 min. per ep. ,PG-13 - Teens 13 or older ,5071,280498,13353,139136,15299,12144,100566,18254.0,21646.0,31819.0,25928.0,11680.0,5576.0,2252.0,745.0,426.0,299.0,0.036446354645814166
110,Perfect Blue,111.0,335,8.49,1.0,Movie,https://myanimelist.net/anime/437/Perfect_Blue,,Perfect Blue,パーフェクトブルー,,Finished Airing ,"Feb 28, 1998 ",,Rex Entertainment ,"GKIDS, Manga Entertainment ",Madhouse ,Novel ,"Dementia, Drama, Horror, Psychological",1 hr. 21 min. ,R+ - Mild Nudity ,10428,440527,8269,286410,2731,1120,141997,57509.0,72415.0,61023.0,27039.0,8979.0,3320.0,1443.0,553.0,366.0,698.0,0.03640934324918823
822,Jibaku Shounen Hanako-kun,823.0,436,7.81,12.0,TV,https://myanimelist.net/anime/39534/Jibaku_Shounen_Hanako-kun,Winter 2020 ,Toilet-bound Hanako-kun,地縛少年花子くん,,Finished Airing ,"Jan 10, 2020 to Mar 27, 2020 ",Fridays at 01:58 (JST) ,"Square Enix, Studio Hibari, Pony Canyon, TBS, Half H.P Studio, Contents Seed ",Funimation ,Lerche ,Manga ,"Comedy, School, Shounen, Supernatural",24 min. per ep. ,PG-13 - Teens 13 or older ,6722,344877,38667,185069,14348,15308,91485,22112.0,28517.0,48823.0,40336.0,15112.0,6019.0,2041.0,712.0,285.0,310.0,0.03632158816441435
823,Jibaku Shounen Hanako-kun,823.0,436,7.81,12.0,TV,https://myanimelist.net/anime/39534/Jibaku_Shounen_Hanako-kun,Winter 2020 ,Toilet-bound Hanako-kun,地縛少年花子くん,,Finished Airing ,"Jan 10, 2020 to Mar 27, 2020 ",Fridays at 01:58 (JST) ,"Square Enix, Studio Hibari, Pony Canyon, TBS, Half H.P Studio, Contents Seed ",Funimation ,Lerche ,Manga ,"Comedy, School, Shounen, Supernatural",24 min. per ep. ,PG-13 - Teens 13 or older ,6722,344877,38667,185069,14348,15308,91485,22112.0,28517.0,48823.0,40336.0,15112.0,6019.0,2041.0,712.0,285.0,310.0,0.03632158816441435
448,Kill la Kill,449.0,39,8.08,24.0,TV,https://myanimelist.net/anime/18679/Kill_la_Kill,Fall 2013 ,KILL la KILL,キルラキル,"KLK, Dressed to Kill",Finished Airing ,"Oct 4, 2013 to Mar 28, 2014 ",Fridays at 02:05 (JST) ,"Aniplex, Dentsu, Kadokawa Shoten, Mainichi Broadcasting System, Movic, Ultra Super Pictures, Lucent Pictures Entertainment ",Aniplex of America ,Trigger ,Original ,"Action, Comedy, Super Power, Ecchi, School",24 min. per ep. ,PG-13 - Teens 13 or older ,31937,1363737,93228,886983,66412,72386,244728,113875.0,184559.0,225308.0,141653.0,54874.0,23649.0,11644.0,4543.0,2681.0,2688.0,0.03600632706602043
186,Sakamichi no Apollon,187.0,505,8.35,12.0,TV,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon,Spring 2012 ,Kids on the Slope,坂道のアポロン,"Sakamichi no Aporon, Apollo on the Slope",Finished Airing ,"Apr 13, 2012 to Jun 29, 2012 ",Fridays at 00:45 (JST) ,"Dentsu, Fuji TV, Toho, DAX Production, Sony Music Entertainment ",Sentai Filmworks ,"Tezuka Productions, MAPPA ",Manga ,"Drama, Josei, Music, Romance, School",22 min. per ep. ,PG-13 - Teens 13 or older ,5864,301354,12552,166454,8134,5588,108626,26325.0,42300.0,41140.0,20254.0,6615.0,2533.0,912.0,328.0,161.0,407.0,0.03522895214293439
209,Fate/Zero,210.0,59,8.32,13.0,TV,https://myanimelist.net/anime/10087/Fate_Zero,Fall 2011 ,Fate/Zero,フェイト/ゼロ,,Finished Airing ,"Oct 2, 2011 to Dec 25, 2011 ",Sundays at 00:00 (JST) ,"Aniplex, Nitroplus, Seikaisha, Notes ",Aniplex of America ,ufotable ,Light novel ,"Action, Supernatural, Magic, Fantasy",28 min. per ep. ,R - 17+ (violence & profanity) ,28930,1170061,51984,827145,25980,17727,247225,119110.0,197267.0,204113.0,99078.0,30011.0,11317.0,4211.0,1500.0,798.0,1440.0,0.03497572976926657
38,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,39.0,677,8.72,4.0,OVA,https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen,,Samurai X: Trust and Betrayal,るろうに剣心―明治剣客浪漫譚―追憶編,"Rurouni Kenshin: Tsuiokuhen, Rurouni Kenshin: Reminiscence",Finished Airing ,"Feb 20, 1999 to Sep 22, 1999 ",,Aniplex ,"ADV Films, Aniplex of America ",Studio Deen ,Manga ,"Action, Historical, Drama, Romance, Martial Arts, Samurai, Shounen",30 min. per ep. ,R - 17+ (violence & profanity) ,5389,235627,6675,154193,3221,1889,69649,40669.0,34258.0,26597.0,12153.0,3709.0,1413.0,466.0,172.0,105.0,521.0,0.03494970588807533
460,Nagi no Asu kara,461.0,291,8.06,26.0,TV,https://myanimelist.net/anime/16067/Nagi_no_Asu_kara,Fall 2013 ,A Lull in the Sea,凪のあすから,"Nagi no Asukara, Nagiasu",Finished Airing ,"Oct 3, 2013 to Apr 3, 2014 ",Thursdays at 22:00 (JST) ,"Geneon Universal Entertainment, Sotsu, Animax, Rondo Robe, Showgate, Infinite ","NIS America, Inc. ",P.A. Works ,Original ,"Drama, Fantasy, Romance",23 min. per ep. ,PG-13 - Teens 13 or older ,8537,489833,30397,246981,22071,25313,165071,35524.0,49615.0,58435.0,37214.0,16453.0,8389.0,4030.0,1565.0,821.0,854.0,0.034565411914276804
681,Yuri!!! on Ice,682.0,178,7.91,12.0,TV,https://myanimelist.net/anime/32995/Yuri_on_Ice,Fall 2016 ,Yuri!!! On ICE,ユーリ!!! on ICE,,Finished Airing ,"Oct 6, 2016 to Dec 22, 2016 ",Thursdays at 02:21 (JST) ,"Dentsu, TV Asahi, Movic, Avex Pictures, CIC, Cygames ","Funimation, Crunchyroll ",MAPPA ,Original ,"Comedy, Sports",23 min. per ep. ,PG-13 - Teens 13 or older ,16594,648981,36437,483153,14361,26389,88641,77395.0,75704.0,98134.0,76878.0,34734.0,16778.0,6882.0,3013.0,1916.0,3118.0,0.034345228116145404
347,Sakura-sou no Pet na Kanojo,348.0,88,8.16,24.0,TV,https://myanimelist.net/anime/13759/Sakura-sou_no_Pet_na_Kanojo,Fall 2012 ,The Pet Girl of Sakurasou,さくら荘のペットな彼女,Sakurasou no Pet na Kanojo,Finished Airing ,"Oct 9, 2012 to Mar 26, 2013 ",Tuesdays at 00:30 (JST) ,"Frontier Works, Genco, Media Factory, Animax, Mainichi Broadcasting System, ASCII Media Works, Sony Music Communications ",Sentai Filmworks ,J.C.Staff ,Light novel ,"Slice of Life, Comedy, Drama, Romance, School",23 min. per ep. ,PG-13 - Teens 13 or older ,23631,986875,50758,688997,28705,26443,191972,98545.0,141973.0,165745.0,98920.0,36011.0,15330.0,5916.0,2304.0,1107.0,1170.0,0.03429768199280984
56,Suzumiya Haruhi no Shoushitsu,57.0,271,8.64,1.0,Movie,https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu,,The Disappearance of Haruhi Suzumiya,涼宮ハルヒの消失,"The Vanishment of Haruhi Suzumiya, Suzumiya Haruhi no Syoshitsu, Haruhi Movie",Finished Airing ,"Feb 6, 2010 ",,"Kadokawa Shoten, Animation Do ","Funimation, Bandai Entertainment ",Kyoto Animation ,Light novel ,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",2 hr. 42 min. ,PG-13 - Teens 13 or older ,11378,508170,11946,333204,5199,4051,153770,75410.0,81449.0,60990.0,29562.0,9745.0,3560.0,1171.0,422.0,295.0,728.0,0.034147249132663475
91,Neon Genesis Evangelion: The End of Evangelion,92.0,191,8.53,1.0,Movie,https://myanimelist.net/anime/32/Neon_Genesis_Evangelion__The_End_of_Evangelion,,Neon Genesis Evangelion: The End of Evangelion,新世紀エヴァンゲリオン劇場版 THE END OF EVANGELION,Shinseiki Evangelion Gekijouban: The End of Evangelion,Finished Airing ,"Jul 19, 1997 ",,"TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, Audio Tanaka ",Manga Entertainment ,"Gainax, Production I.G ",Original ,"Sci-Fi, Dementia, Psychological, Drama, Mecha",1 hr. 27 min. ,R+ - Mild Nudity ,18063,628555,9218,528980,2724,1627,86006,141007.0,105737.0,85056.0,44868.0,17833.0,7716.0,5013.0,2594.0,2207.0,2526.0,0.03414684865212295
350,5-toubun no Hanayome ∬,351.0,400,8.16,12.0,TV,https://myanimelist.net/anime/39783/5-toubun_no_Hanayome_∬,Winter 2021 ,The Quintessential Quintuplets 2,五等分の花嫁∬,"Gotoubun no Hanayome 2nd Season, The Five Wedded Brides 2nd Season, 5-toubun no Hanayome 2nd Season, The Quintessential Quintuplets 2nd Season",Finished Airing ,"Jan 8, 2021 to Mar 26, 2021 ",Fridays at 01:28 (JST) ,"Pony Canyon, Kodansha, DAX Production, BS11, Nichion, GYAO!, Good Smile Film, MAGNET ",,Bibury Animation Studios ,Manga ,"Harem, Comedy, Romance, School, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,6622,369903,62098,194154,5116,3466,105069,27273.0,43116.0,66249.0,33639.0,8591.0,2737.0,902.0,346.0,172.0,336.0,0.03410694603253088
770,K-On!,769.0,113,7.84,13.0,TV,https://myanimelist.net/anime/5680/K-On,Spring 2009 ,K-ON!,けいおん!,"Keion, K-ON! Season 1",Finished Airing ,"Apr 3, 2009 to Jun 26, 2009 ",Fridays at 01:59 (JST) ,"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do ","Bandai Entertainment, Sentai Filmworks ",Kyoto Animation ,4-koma manga ,"Music, Slice of Life, Comedy, School",24 min. per ep. ,PG-13 - Teens 13 or older ,18541,827160,39310,549112,25924,26586,186228,62098.0,86505.0,133543.0,103215.0,40245.0,18552.0,6450.0,2724.0,1599.0,2095.0,0.03376542490420898
768,K-On!,769.0,113,7.84,13.0,TV,https://myanimelist.net/anime/5680/K-On,Spring 2009 ,K-ON!,けいおん!,"Keion, K-ON! Season 1",Finished Airing ,"Apr 3, 2009 to Jun 26, 2009 ",Fridays at 01:59 (JST) ,"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do ","Bandai Entertainment, Sentai Filmworks ",Kyoto Animation ,4-koma manga ,"Music, Slice of Life, Comedy, School",24 min. per ep. ,PG-13 - Teens 13 or older ,18558,827981,39339,549623,25968,26607,186444,62158.0,86584.0,133690.0,103307.0,40293.0,18569.0,6449.0,2727.0,1600.0,2097.0,0.033764962528860694
310,Fruits Basket 1st Season,311.0,321,8.2,25.0,TV,https://myanimelist.net/anime/38680/Fruits_Basket_1st_Season,Spring 2019 ,,フルーツバスケット 1st season,"Fruits Basket (2019), Furuba, Fruits Basket (Zenpen)",Finished Airing ,"Apr 6, 2019 to Sep 21, 2019 ",Saturdays at 01:23 (JST) ,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music ",Funimation ,TMS Entertainment ,Manga ,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",23 min. per ep. ,PG-13 - Teens 13 or older ,7719,456433,58227,229095,22324,19143,127644,34994.0,49847.0,63428.0,35411.0,12157.0,5179.0,1794.0,663.0,299.0,404.0,0.03369344595036993
640,Naruto,641.0,8,7.93,220.0,TV,https://myanimelist.net/anime/20/Naruto,Fall 2002 ,Naruto,ナルト,NARUTO,Finished Airing ,"Oct 3, 2002 to Feb 8, 2007 ",Thursdays at 19:30 (JST) ,"TV Tokyo, Aniplex, Shueisha ",VIZ Media ,Studio Pierrot ,Manga ,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,54772,2042833,155382,1633159,68513,106179,79600,245045.0,264337.0,388259.0,319137.0,119103.0,50745.0,16565.0,6525.0,3815.0,5830.0,0.03353745716124395
148,Mushoku Tensei: Isekai Ittara Honki Dasu,149.0,238,8.41,11.0,TV,https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,Winter 2021 ,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,Jobless Reincarnation: I Will Seriously Try If I Go To Another World,Finished Airing ,"Jan 11, 2021 to Mar 22, 2021 ",Mondays at 00:00 (JST) ,"Frontier Works, TOHO animation, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE, Toho Music ",Funimation ,Studio Bind ,Light novel ,"Drama, Magic, Ecchi, Fantasy",23 min. per ep. ,R - 17+ (violence & profanity) ,10329,548176,107113,308259,5704,6430,120670,54626.0,95378.0,93005.0,34406.0,8988.0,3358.0,1860.0,960.0,621.0,1893.0,0.03350753749282259
1,Shingeki no Kyojin Season 3 Part 2,2.0,45,9.11,10.0,TV,https://myanimelist.net/anime/38524/Shingeki_no_Kyojin_Season_3_Part_2,Spring 2019 ,Attack on Titan Season 3 Part 2,進撃の巨人 Season3 Part.2,,Finished Airing ,"Apr 29, 2019 to Jul 1, 2019 ",Mondays at 00:10 (JST) ,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise ",Funimation ,Wit Studio ,Manga ,"Action, Drama, Fantasy, Military, Mystery, Shounen, Super Power",23 min. per ep. ,R - 17+ (violence & profanity) ,38657,1332380,59161,1154812,5946,3573,108888,419221.0,302094.0,139059.0,42323.0,10533.0,3689.0,1411.0,703.0,530.0,6059.0,0.033474712767099755
393,Angel Beats!,394.0,19,8.12,13.0,TV,https://myanimelist.net/anime/6547/Angel_Beats,Spring 2010 ,Angel Beats!,Angel Beats!（エンジェルビーツ）,,Finished Airing ,"Apr 3, 2010 to Jun 26, 2010 ",,"Aniplex, Dentsu, Mainichi Broadcasting System, CBC Television, Movic, Visual Arts, ASCII Media Works ",Sentai Filmworks ,P.A. Works ,Original ,"Action, Comedy, Drama, School, Supernatural",24 min. per ep. ,PG-13 - Teens 13 or older ,43211,1685027,59189,1294338,36515,41135,253850,207051.0,252971.0,280377.0,181708.0,73626.0,33615.0,15261.0,6249.0,2959.0,2729.0,0.03338463368919092
